,Tweets,date,source,likes,retweet,image_url,sentiment
179,Showers and thunderstorms are expected to become more widespread and concentrated in nature this afternoon and evening and will likely result in some flash flooding.pic.twitter.com/X0E6SOMTBk,2018-09-23 15:36:01,https://twitter.com/NWS/status/1043947111799291904,45,27,https://pbs.twimg.com/media/DnzYR0FXcAAgZPN.jpg,1
180,Subtropical Storm Leslie has formed in the Atlantic. The system is expected to be short lived and remain no threat to land.pic.twitter.com/0dAyn0Aflj,2018-09-23 11:40:54,https://twitter.com/NWS/status/1043887943239241729,140,46,https://pbs.twimg.com/media/Dnyii2yXgAAtMU-.jpg,-1
181,"Even though it's the 1st day of fall, the Atlantic remains active with tropical systems. Tropical Storm Kirk, Depression 11 and two disturbances are active via @ NWSNHC . Keep an eye on disturbance 1, south of Bermuda, which has a medium chance for development and may track west.pic.twitter.com/Rv2NanbnfH",2018-09-22 19:46:32,https://twitter.com/NWS/status/1043647766680035329,192,145,https://pbs.twimg.com/media/DnvFEknW4AEZiN_.jpg,-1
182,Were you ready for summer to end and happy it's the first day of fall? Curious what the next 3 months will be like with the weather? Well our colleagues at the Climate Prediction Center issued their 3-month outlook for the rest of 2018 (October-December) on Thursday. Enjoy! # fallpic.twitter.com/aTLm6kcoxS,2018-09-22 18:03:44,https://twitter.com/NWS/status/1043621897018245120,197,108,https://pbs.twimg.com/media/DnuuYLxWkAA_Bxc.jpg,1
183,Learn how to connect with weather resources and share them with friends! Follow along next week as we take part in National Preparedness Month and learn how you can be a piece of the Weather-Ready puzzle! http://weather.gov/wrn # PrepareNow # NatlPrep # WeatherReadypic.twitter.com/O4p9J2G6dM,2018-09-22 13:25:00,https://twitter.com/NWS/status/1043551751092232198,51,36,https://pbs.twimg.com/media/DnoiypVUcAA-cVE.jpg,1
184,Tropical Storm Kirk has formed well south of the Cabo Verde Islands and is expected to move quickly westward across the deep tropical Atlantic Ocean Sunday through Tuesday.pic.twitter.com/pSM8lDSf3a,2018-09-22 11:32:15,https://twitter.com/NWS/status/1043523376160100352,263,199,https://pbs.twimg.com/media/DntWowAWsAAsinp.jpg,1
185,"Much of the Great Basin to the Wyoming Front Range are under an elevated fire danger threat, and a few areas may see locally to widespread critical surface fire weather conditions through the weekend. https://www.weather.gov/safety/wildfire pic.twitter.com/XcC8rEwPH8",2018-09-22 09:58:34,https://twitter.com/NWS/status/1043499802506485760,28,23,https://pbs.twimg.com/media/DntBXT7XgAAHkXZ.jpg,1
186,Widespread heavy rain and flash flooding are occurring in parts of the Southern Plains and Lower Mississippi Valley. The threat will extend into the Ohio Valley through the weekend. # TurnAroundDontDrownpic.twitter.com/krMI24zJn2,2018-09-22 08:26:40,https://twitter.com/NWS/status/1043476672912199681,40,31,https://pbs.twimg.com/media/Dnsrv1bXgAAE8ca.jpg,-1
187,"The torrential heavy rain across OK and TX will persist through Saturday morning, as a high risk for excessive rainfall remains in effect. This heavy rainfall will slide into the Lower MS Valley and parts of the OH/TN Valleys, though intensity/amounts should be lighter. # floodingpic.twitter.com/12KATlB2Bc",2018-09-21 19:21:28,https://twitter.com/NWS/status/1043279069868175360,64,48,https://pbs.twimg.com/media/Dnp3w9hXsAMWEAJ.jpg,1
188,Severe thunderstorms are advancing along a rapidly moving cold front into western Pennsylvania this evening. Our colleagues @ NWSPittsburgh just issued a thunderstorm warning for the northern suburbs of the great city of Pittsburgh. # severeweatherhttps://twitter.com/NWSPittsburgh/status/1043276005505413120 …,2018-09-21 19:16:35,https://twitter.com/NWS/status/1043277841020923904,18,10,,1
189,"NOAA Planet Stewards and NESTA (the National Earth Science Teachers Association) will be presenting a four part Elementary School Level Earth Science Webinar Series - September 24-27, 3:30-5:00 pm Eastern Time. Register for these webinars at: https://oceanservice.noaa.gov/education/planet-stewards/upcoming.html#webinars1 …pic.twitter.com/WPn66u77Eb",2018-09-21 16:00:00,https://twitter.com/NWS/status/1043228371956760577,15,10,https://pbs.twimg.com/media/DnouQTJX0AIOC6c.jpg,1
190,One of the # GOESEast satellite bands shows the water vapor associated with widespread showers and thunderstorms that are producing flash flooding in Oklahoma and Texas this afternoon. https://www.star.nesdis.noaa.gov/GOES/index.php pic.twitter.com/Bo6EVeB1XP,2018-09-21 13:29:36,https://twitter.com/NWS/status/1043190522154823680,69,32,,0
191,Our @ NWSNorman office has issued a Flash Flood Emergency for the Fittstown...Jesse...and Stonewall areas in Oklahoma. There are several other Flash Flood Warnings in TX and OK. Take this flooding situation seriously and don't ever walk or drive through flooded roads. # okwx # txwxpic.twitter.com/gh1iA04YW7,2018-09-21 12:58:41,https://twitter.com/NWS/status/1043182742924607488,32,22,https://pbs.twimg.com/media/DnoftT5VAAAcZ86.jpg,1
192,Fall begins tomorrow at 9:54 pm EDT.pic.twitter.com/VbP8v6qEtC,2018-09-21 11:33:08,https://twitter.com/NWS/status/1043161212761120769,1672,983,https://pbs.twimg.com/media/DnoLI34U0AAnzVP.jpg,0
193,There is ongoing flash flooding in Texas and Oklahoma and a Moderate Risk for excessive rainfall - https://www.wpc.ncep.noaa.gov/#page=ero Get your local forecast at - http://weather.gov pic.twitter.com/NsQDiC9yK9,2018-09-21 09:51:47,https://twitter.com/NWS/status/1043135707475312640,26,22,https://pbs.twimg.com/media/Dnn1m7FU8AIOXxN.jpg,-1
194,"There is an Enhanced Risk of severe across portions of Ohio, Pennsylvania and New York today - https://spc.noaa.gov pic.twitter.com/KAWcC1m06F",2018-09-21 09:48:03,https://twitter.com/NWS/status/1043134767586336768,16,7,https://pbs.twimg.com/media/Dnn0hn1UUAEIX-c.jpg,1
195,Much cooler temperatures are being felt behind a cold this morning across several states this morning. Areas out ahead of this cooler air will be the focus for severe weather across the Ohio Valley and portions of the Great Lakes...and flash flooding across Texas and Oklahoma.pic.twitter.com/ukVSAWRzE2,2018-09-21 09:43:17,https://twitter.com/NWS/status/1043133564991275009,53,17,https://pbs.twimg.com/media/DnnypvOUYAAnkLk.jpg,0
196,"A cold front will trigger severe weather (above) from the Upper MS Valley to Great Lakes through Friday with the main threat both days being wind damage. Meanwhile, the tail end of this front will produce heavy to excessive rainfall across the southern Plains into Saturday.pic.twitter.com/GUjnvkJHDo",2018-09-20 18:45:02,https://twitter.com/NWS/status/1042907515795787777,66,40,https://pbs.twimg.com/media/DnkkVZYWwAALv11.jpg,-1
197,"Live, work or play on the coast? Know your # tsunami risk & evacuation zones. https://nws.weather.gov/nthmp/maps.html # TsunamiPreppic.twitter.com/3JLldZ7vTg",2018-09-20 16:45:00,https://twitter.com/NWS/status/1042877306912624640,25,11,https://pbs.twimg.com/media/Dne5IROXsAY12vi.jpg,1
198,"Learn all about the science of river flooding with this graphic, and visit http://weather.gov/jetstream/flood for more # FloodSciencepic.twitter.com/sSjSnexs8a",2018-09-20 14:18:00,https://twitter.com/NWS/status/1042840313725894662,34,34,https://pbs.twimg.com/media/DniFDyqVYAAf4SO.jpg,1
199,"Florence analysis confirms extreme 3-day rainfall amounts exceeded 0.1% probability event expected in given year, or “1000-year” event. http://www.nws.noaa.gov/oh/hdsc/aep_storm_analysis/index.html … # Florencepic.twitter.com/tRhNl7vobs",2018-09-20 13:07:31,https://twitter.com/NWS/status/1042822577008328704,256,242,https://pbs.twimg.com/media/DnjZiUVV4AAImiQ.jpg,-1
200,NOAA’s latest seasonal outlook predicts warmer-than-average temps for nearly all of the country from during for Oct-Dec this year. Check it out: http://www.cpc.ncep.noaa.gov/ pic.twitter.com/W4pBGTYhcZ,2018-09-20 11:49:37,https://twitter.com/NWS/status/1042802970562371584,90,84,https://pbs.twimg.com/media/DnjHw7hUwAAX-O9.jpg,1
201,Upper reaches of Carolina rivers are cresting but prolonged river flooding is forecast along the lower reaches. @ nwsserfc # capefear # peedee # neuse # lumber # waccamawpic.twitter.com/zKKI8W4TG9,2018-09-20 11:16:24,https://twitter.com/NWS/status/1042794611746455557,31,37,https://pbs.twimg.com/media/DnjABueUcAAzkcB.jpg,0
202,Let’s learn about # NWSCitizenScience opportunities! Become a trained Skywarn storm spotter and help keep your community safe and build a # WeatherReady Nation! http://nws.noaa.gov/skywarn/ # CitizenSciencepic.twitter.com/aynxodE3p5,2018-09-20 10:17:00,https://twitter.com/NWS/status/1042779663427203072,81,51,https://pbs.twimg.com/media/DniE1wzUYAYznmG.jpg,1
203,Working with our Weather-Ready Nation Ambassadors to build a # WeatherReady Nation for all!https://twitter.com/WRNAmbassadors/status/1042747731872235520 …,2018-09-20 08:26:46,https://twitter.com/NWS/status/1042751922636304384,40,12,,1
204,Severe weather and a threat for flash flooding across the Upper Midwest. Moderate risk for flash flooding in over central Oklahoma on Friday into the overnight hours. For more information visit https://www.wpc.ncep.noaa.gov/ pic.twitter.com/Q332BBdDzS,2018-09-20 06:56:24,https://twitter.com/NWS/status/1042729180209799168,38,37,https://pbs.twimg.com/media/DniEpf8U8AAtRp4.jpg,1
