,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,class,percentile,percent_median,percent_mean,url
203,208458892,"LAKE MATTAMUSKEET W OF NC HWY 94 NR FAIRFIELD, NC",35.5058,-76.2539,3020105,EST,0,,0000-00-00 00:00:00,2.33,ft,2019-04-16 14:15:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208458892
204,208458893,"LAKE MATTAMUSKEET E OF NC HWY 94 NR FAIRFIELD, NC",35.5064,-76.1839,3020105,EST,0,,0000-00-00 00:00:00,2.42,ft,2019-04-16 14:15:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208458893
205,208521324,"LITTLE RIVER AT SR1461 NEAR ORANGE FACTORY, NC",36.1417,-78.9192,3020201,EST,144,cfs,2019-04-16 14:15:00,2.44,ft,2019-04-16 14:15:00,6,75.8,272.73,115.71,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208521324
206,208524090,"MOUNTAIN CREEK AT SR1617 NR BAHAMA, NC",36.1497,-78.8967,3020201,EST,12.7,cfs,2019-04-16 14:15:00,4.48,ft,2019-04-16 14:15:00,0,80.62,283.48,128.41,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208524090
207,208524975,"LITTLE R BL LITTLE R TRIB AT FAIRNTOSH, NC",36.1133,-78.8597,3020201,EST,10.5,cfs,2019-04-16 14:45:00,1.31,ft,2019-04-16 14:45:00,0,21.84,33.93,9.54,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208524975
208,208675010,"ELLERBE CREEK AT CLUB BOULEVARD AT DURHAM, NC",36.0194,-78.8948,3020201,EST,3.45,cfs,2019-04-16 14:30:00,0.53,ft,2019-04-16 14:30:00,0,62.42,183.51,53.49,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208675010
209,208700550,"LITTLE LICK CREEK AT NC HWY 98 AT OAK GROVE, NC",35.9823,-78.8245,3020201,EST,0,,0000-00-00 00:00:00,1.74,ft,2019-04-16 14:00:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208700550
210,208706575,"BEAVERDAM CREEK AT DAM NEAR CREEDMOOR, NC",36.0236,-78.6892,3020201,EST,0,,0000-00-00 00:00:00,257.36,ft,2019-04-16 14:45:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208706575
211,208726005,"CRABTREE CR AT EBENEZER CHURCH RD NR RALEIGH, NC",35.8453,-78.7244,3020201,EST,636,cfs,2019-04-16 14:45:00,7.4,ft,2019-04-16 14:45:00,0,93.38,1394.74,545.92,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208726005
212,208731190,"CRABTREE CREEK AT ANDERSON DRIVE AT RALEIGH, NC",35.8211,-78.6342,3020201,EST,0,,0000-00-00 00:00:00,5.93,ft,2019-04-16 14:00:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208731190
213,208732534,"PIGEON HOUSE CR AT CAMERON VILLAGE AT RALEIGH, NC",35.7875,-78.6547,3020201,EST,0.31,cfs,2019-04-16 14:35:00,1.56,ft,2019-04-16 14:35:00,0,82.5,344.44,106.9,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208732534
214,208732885,"MARSH CREEK NEAR NEW HOPE, NC",35.8169,-78.5931,3020201,EST,8.06,cfs,2019-04-16 14:30:00,3.52,ft,2019-04-16 14:30:00,5,72.17,191.0,62.14,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208732885
215,208734210,"WALNUT CREEK AT TRAILWOOD DRIVE AT RALEIGH, NC",35.7684,-78.691,3020201,EST,0,,0000-00-00 00:00:00,4.51,ft,2019-04-16 14:50:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208734210
216,208734795,"WALNUT CREEK AT SOUTH WILMINGTON ST AT RALEIGH, NC",35.7569,-78.6406,3020201,EST,0,,0000-00-00 00:00:00,1.42,ft,2019-04-16 14:00:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208734795
217,208735012,"ROCKY BRANCH BELOW PULLEN DRIVE AT RALEIGH, NC",35.78,-78.6664,3020201,EST,0.76,cfs,2019-04-16 14:30:00,4.84,ft,2019-04-16 14:30:00,0,65.38,149.02,50.67,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208735012
218,208735460,"WALNUT CREEK AT SOUTH STATE STREET AT RALEIGH, NC",35.7579,-78.6238,3020201,EST,0,,0000-00-00 00:00:00,2.78,ft,2019-04-16 14:00:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208735460
219,208758850,"SWIFT CREEK NEAR MCCULLARS CROSSROADS, NC",35.6936,-78.6922,3020201,EST,86.6,cfs,2019-04-16 14:45:00,3.33,ft,2019-04-16 14:45:00,6,81.71,422.44,146.63,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208758850
220,208773375,"SWIFT CREEK AT SR1555 NEAR CLAYTON, NC",35.575,-78.4986,3020201,EST,534,cfs,2019-04-16 14:45:00,6.24,ft,2019-04-16 14:45:00,0,90.0,1143.47,449.8,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208773375
221,209205053,"SWIFT CREEK AT HWY 43 NR STREETS FERRY, NC",35.2308,-77.1139,3020202,EST,285,cfs,2008-06-29 23:45:00,2.33,ft,2019-04-16 14:15:00,0,15.43,48.84,37.43,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0209205053
222,209399200,"HORSEPEN CREEK AT US 220 NR GREENSBORO, NC",36.1378,-79.86,3030002,EST,16.3,cfs,2019-04-16 14:45:00,1.89,ft,2019-04-16 14:45:00,0,62.66,154.5,46.73,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0209399200
223,209553650,"BUFFALO CREEK AT SR2819 NR MCLEANSVILLE, NC",36.1281,-79.6617,3030002,EST,143,cfs,2019-04-16 14:30:00,2.7,ft,2019-04-16 14:30:00,0,68.95,162.13,55.86,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0209553650
224,209722970,"SANDY CREEK AT CORNWALLIS RD NEAR DURHAM, NC",35.9832,-78.9568,3030002,EST,7.09,cfs,2019-04-16 14:45:00,2.26,ft,2019-04-16 14:45:00,0,75.14,342.51,101.29,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0209722970
225,209725960,"THIRD FORK CREEK AT M.L. KING PARKWAY AT DURHAM,NC",35.9512,-78.9269,3030002,EST,0,,0000-00-00 00:00:00,1.57,ft,2019-04-16 14:50:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0209725960
226,209734440,"BOLIN CREEK AT VILLAGE DRIVE AT CHAPEL HILL, NC",35.9223,-79.066,3030002,EST,14.7,cfs,2019-04-16 14:15:00,2.19,ft,2019-04-16 14:15:00,0,77.08,442.77,209.1,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0209734440
227,209741387,"NORTHEAST CREEK TRIB AT SR1182 NR LOWES GROVE, NC",35.9154,-78.8935,3030002,EST,0,,0000-00-00 00:00:00,0.65,ft,2019-04-16 14:45:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0209741387
228,209741955,"NORTHEAST CREEK AT SR1100 NR GENLEE, NC",35.8722,-78.9131,3030002,EST,30,cfs,2019-04-16 14:45:00,4.8,ft,2019-04-16 14:45:00,5,74.37,250.0,38.01,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0209741955
229,209782609,"WHITE OAK CR AT MOUTH NEAR GREEN LEVEL, NC",35.7603,-78.9203,3030002,EST,19.8,cfs,2019-04-16 14:45:00,4.11,ft,2019-04-16 14:45:00,0,73.09,306.03,85.2,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0209782609
230,210166029,"ROCKY R AT SR1300 NR CRUTCHFIELD CROSSROADS, NC",35.8069,-79.5275,3030003,EST,8.46,cfs,2019-04-16 14:30:00,1.29,ft,2019-04-16 14:30:00,0,66.5,199.06,56.18,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0210166029
231,211139110,"YADKIN RIVER BL W KERR SCOTT DAM NEAR BUCK, NC",36.1361,-81.2233,3040101,EST,2580,cfs,2019-04-16 14:00:00,5.07,ft,2019-04-16 14:00:00,0,90.91,465.7,465.96,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0211139110
232,212378405,"PEE DEE R AT HWY731 BL LK TILLERY NR NORWOOD, NC",35.2007,-80.0618,3040104,EST,28300,cfs,2019-04-16 14:15:00,10.67,ft,2019-04-16 14:15:00,0,80.0,575.79,389.54,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0212378405
233,212393300,"W. BR ROCKY R B MTH OF S PRONG R NR CORNELIUS, NC",35.4678,-80.7903,3040105,EST,26.6,cfs,2019-04-16 14:35:00,3.72,ft,2019-04-16 14:35:00,0,67.38,147.78,114.31,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0212393300
234,212414900,"MALLARD CR BL STONY CR NR HARRISBURG, NC",35.3328,-80.7158,3040105,EST,47.8,cfs,2019-04-16 14:55:00,3.36,ft,2019-04-16 14:55:00,0,75.68,284.52,123.01,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0212414900
235,212419274,"CODDLE CR AT SR 1612 NEAR DAVIDSON, NC",35.5039,-80.7364,3040105,EST,42.1,cfs,2019-04-16 14:00:00,2.55,ft,2019-04-16 14:00:00,0,81.6,241.95,169.55,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0212419274
236,212427947,"REEDY CREEK AT SR 2803 NR CHARLOTTE, NC",35.2564,-80.7006,3040105,EST,1.81,cfs,2019-04-16 14:20:00,2.02,ft,2019-04-16 14:20:00,0,47.4,87.02,78.02,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0212427947
237,212430293,"REEDY CREEK BELOW I-485 NR PINE RIDGE, NC",35.2586,-80.6628,3040105,EST,17.8,cfs,2019-04-16 14:35:00,2.45,ft,2019-04-16 14:35:00,0,84.09,262.15,188.96,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0212430293
238,212430653,"MCKEE CREEK AT SR2804 NR WILGROVE, NC",35.2539,-80.6481,3040105,EST,4.51,cfs,2019-04-16 14:35:00,1.84,ft,2019-04-16 14:35:00,0,74.13,251.96,113.03,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0212430653
239,212433550,"ROCKY R AB IRISH BUFFALO CR NR ROCKY RIVER, NC",35.3217,-80.5408,3040105,EST,523,cfs,2019-04-16 14:15:00,3.67,ft,2019-04-16 14:15:00,0,89.3,498.1,259.91,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0212433550
240,212466000,"CLEAR CREEK AT SR3181 NR MINT HILL, NC",35.2083,-80.58,3040105,EST,12.9,cfs,2019-04-16 14:40:00,1.72,ft,2019-04-16 14:40:00,0,75.68,273.31,144.62,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0212466000
241,212467451,"GOOSE CR AT SR1524 NEAR INDIAN TRAIL, NC",35.1304,-80.6312,3040105,EST,7.72,cfs,2019-04-16 14:15:00,0.56,ft,2019-04-16 14:15:00,0,73.78,249.84,116.62,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0212467451
242,212467595,"GOOSE CREEK AT SR1525 NR INDIAN TRAIL, NC",35.125,-80.6028,3040105,EST,9.28,cfs,2019-04-16 14:30:00,1.52,ft,2019-04-16 14:30:00,0,70.83,220.43,88.55,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0212467595
243,212880025,"PEE DEE RIVER BELOW POWERHOUSE DAM NR PEE DEE, NC",34.9835,-79.8776,3040104,EST,0,,0000-00-00 00:00:00,8.91,ft,2019-04-16 14:00:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0212880025
244,214196125,"CATAWBA RIVER AT NC HIGHWAY 16 NR MILLERSVILLE, NC",35.8225,-81.1905,3050101,EST,0,,0000-00-00 00:00:00,8.48,ft,2019-04-16 14:30:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214196125
245,214244102,"CATAWBA RIVER BL LOOKOUT SHOALS DAM NR SHARON, NC",35.7572,-81.0891,3050101,EST,0,,0000-00-00 00:00:00,14.37,ft,2019-04-16 14:30:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214244102
246,214264790,"CATAWBA R AT RR BRIDGE AB NC 73 AT COWANS FORD, NC",35.4277,-80.9573,3050101,EST,0,,0000-00-00 00:00:00,6.21,ft,2019-04-16 14:30:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214264790
247,214265808,"TORRENCE CR AT BRADFORD HILL LN NR HUNTERSVLLE, NC",35.4036,-80.8828,3050101,EST,7.93,cfs,2019-04-16 14:40:00,1.7,ft,2019-04-16 14:40:00,0,65.78,224.65,73.7,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214265808
248,214265828,"MCDOWELL CR TRIB AT SR2131 NR HICKS CROSSROADS, NC",35.4018,-80.9175,3050101,EST,0.99,cfs,2019-04-16 14:35:00,1.96,ft,2019-04-16 14:35:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214265828
249,214266000,"MCDOWELL CREEK NR CHARLOTTE, NC (CSW10)",35.3897,-80.921,3050101,EST,36.5,cfs,2019-04-16 14:50:00,4.21,ft,2019-04-16 14:50:00,0,74.02,250.0,110.98,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214266000
250,214266080,"GAR CREEK AT SR2074 NR CROFT, NC",35.3614,-80.8975,3050101,EST,3.95,cfs,2019-04-16 14:05:00,1.33,ft,2019-04-16 14:05:00,0,70.75,282.14,132.55,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214266080
251,214267602,"CATAWBA RIVER DNSTRM DECK MTN IS DAM NR MTN IS, NC",35.334,-80.9864,3050101,EST,0,,0000-00-00 00:00:00,10.19,ft,2019-04-16 14:45:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214267602
252,214269560,"KILLIAN CREEK NEAR MARIPOSA, NC",35.4342,-81.03,3050101,EST,52.2,cfs,2019-04-16 14:15:00,3.49,ft,2019-04-16 14:15:00,0,79.63,158.66,142.2,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214269560
253,214291555,"LONG CREEK NR RHYNE, NC",35.3006,-80.9728,3050101,EST,41.3,cfs,2019-04-16 14:55:00,2.08,ft,2019-04-16 14:55:00,0,70.51,325.2,82.5,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214291555
254,214295600,"PAW CR AT WILKINSON BLVD NR CHARLOTTE, NC",35.2403,-80.9744,3050101,EST,15.9,cfs,2019-04-16 14:55:00,1.96,ft,2019-04-16 14:55:00,0,76.48,378.57,124.41,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214295600
255,214297160,"BEAVERDAM CREEK AB WINDY GAP ROAD NR SHOPTON, NC",35.1697,-80.9878,3050101,EST,1.93,cfs,2019-04-16 14:30:00,0.71,ft,2019-04-16 14:30:00,0,56.18,151.97,47.07,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214297160
256,214627970,"STEWART CREEK AT STATE ST AT CHARLOTTE, NC",35.2403,-80.8683,3050103,EST,14.1,cfs,2019-04-16 14:55:00,1.57,ft,2019-04-16 14:55:00,0,74.05,151.61,87.85,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214627970
257,214640410,"LITTLE SUGAR CR BL 36TH STREET NEAR CHARLOTTE, NC",35.2503,-80.8083,3050103,EST,0,,0000-00-00 00:00:00,0.57,ft,2019-04-16 14:55:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214640410
258,214642825,"BRIAR CREEK NEAR CHARLOTTE, NC",35.2361,-80.7711,3050103,EST,4.86,cfs,2019-04-16 14:55:00,1.35,ft,2019-04-16 14:55:00,0,73.09,238.24,126.23,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214642825
259,214643770,"BRIAR CR AT INDEPENDENCE BLVD AT CHARLOTTE, NC",35.2108,-80.8008,3050103,EST,0,,0000-00-00 00:00:00,1.1,ft,2019-04-16 14:55:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214643770
260,214643820,"EDWARDS BRANCH AT SHEFFIELD DR AT CHARLOTTE, NC",35.2033,-80.7722,3050103,EST,0.53,cfs,2019-04-16 14:55:00,0.86,ft,2019-04-16 14:55:00,0,61.43,203.85,57.61,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214643820
261,214643860,"BRIAR CR BL EDWARDS BRANCH NEAR CHARLOTTE, NC",35.2061,-80.8058,3050103,EST,0,,0000-00-00 00:00:00,1.54,ft,2019-04-16 14:55:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214643860
262,214645022,"BRIAR CR ABOVE COLONY RD AT CHARLOTTE, NC",35.1753,-80.8308,3050103,EST,14.5,cfs,2019-04-16 14:55:00,2.47,ft,2019-04-16 14:55:00,0,68.79,197.55,79.45,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214645022
263,214645075,"TRIB TO BRIAR CREEK AT COLONY RD AT CHARLOTTE, NC",35.1689,-80.8308,3050103,EST,0.43,cfs,2019-04-16 14:55:00,1.01,ft,2019-04-16 14:55:00,0,53.0,107.5,42.16,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214645075
264,214645080,"TRIB TO BRIAR CR AT RUNNYMEDE LN AT CHARLOTTE, NC",35.1669,-80.8367,3050103,EST,0.3,cfs,2019-04-16 14:55:00,1.19,ft,2019-04-16 14:55:00,0,27.5,61.22,27.03,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214645080
265,214655255,"MCALPINE CREEK AT SR3150 NR IDLEWILD, NC",35.1758,-80.7192,3050103,EST,4.9,cfs,2019-04-16 14:15:00,1.82,ft,2019-04-16 14:15:00,0,67.05,202.48,71.74,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214655255
266,214657975,"IRVINS CREEK AT SR3168 NR CHARLOTTE, NC",35.1586,-80.7133,3050103,EST,5.58,cfs,2019-04-16 14:55:00,1.34,ft,2019-04-16 14:55:00,0,65.07,234.45,96.54,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214657975
267,214668150,"MCMULLEN CR ABOVE LINCREST PLACE AT CHARLOTTE, NC",35.1703,-80.7856,3050103,EST,0,,0000-00-00 00:00:00,1.3,ft,2019-04-16 14:55:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214668150
268,214678175,"STEELE CREEK AT SR1441 NR PINEVILLE, NC",35.105,-80.9536,3050103,EST,5,cfs,2019-04-16 14:55:00,1.18,ft,2019-04-16 14:55:00,0,66.16,248.76,56.63,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214678175
269,214685800,"SIX MILE CREEK NEAR PINEVILLE, NC",35.0104,-80.8285,3050103,EST,26.1,cfs,2019-04-16 14:40:00,2.97,ft,2019-04-16 14:40:00,0,70.9,471.97,65.45,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0214685800
270,344894205,"NORTH FORK SWANNANOA RIVER NEAR WALKERTOWN, NC",35.6853,-82.3328,6010105,EST,91.2,cfs,2019-04-16 14:45:00,1.96,ft,2019-04-16 14:45:00,0,82.87,212.09,137.33,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0344894205
271,345577330,"WEST FORK PIGEON RIVER NEAR RETREAT, NC",35.4267,-82.9197,6010106,EST,224,cfs,2019-04-16 14:30:00,2.06,ft,2019-04-16 14:30:00,6,85.74,215.38,143.37,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0345577330
272,347927162,"BUCKEYE CR ABOVE BUCKEYE LAKE NEAR CANNON GAP, NC",36.2174,-81.9081,6010103,EST,0,,0000-00-00 00:00:00,1.8,ft,2019-04-16 14:40:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0347927162
273,347927164,"BUCKEYE CR BELOW BUCKEYE LAKE NEAR CANNON GAP, NC",36.22,-81.9076,6010103,EST,0,,0000-00-00 00:00:00,1.51,ft,2019-04-16 14:40:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0347927164
274,350011450,"CARTOOGECHAYE CREEK AT SR 1148 NEAR FRANKLIN, NC",35.1578,-83.4244,6010202,EST,0,,0000-00-00 00:00:00,2.35,ft,2019-04-16 14:30:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0350011450
275,351706800,"CHEOAH RIVER NR BEARPEN GAP NR TAPOCO, NC",35.4383,-83.9189,6010204,EST,233,cfs,2019-04-16 14:00:00,3.32,ft,2019-04-16 14:00:00,0,64.6,110.95,83.7,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0351706800
